Course Code,Major/Minor Name,Structure
038AB,100pt Program,"Structure 100 credit points 100 point program Duration: 1 year full-time / up to 2 years part-time Coursework Only Option: Compulsory subjects (50 points) Capstone subjects (25 points or 50 points for the minor thesis option) Elective subjects (25 points or 0 points for the minor thesis option) Capstone subject options must be completed in the final hundred points of the program. All students are required to complete one Capstone subject option (at least 25 points). This requirement cannot be waived or replaced in any circumstances. Capstone Stream 1: ACUR90009 Art Curatorship Thesis Part 1, ACUR90010 Art Curatorship Thesis Part 2 and ARTS90032 Research Principles & Practices Graduate (50 points total) Purpose: An opportunity to integrate knowledge and research skills to address a specific art curatorship research question. Pathway to the PhD. Capstone Stream 2: MULT90064 Industry Core and Project (25 points) Purpose: An opportunity to bring together theoretical grounding in art curatorship and management practice and apply this knowledge within a creative practice or cultural management project in order to develop an integrated understanding of art curatorship theory and practice. Capstone Stream 3: ARTS90024 Industry Core and Placement (25 points) Purpose: An opportunity to bring together the theoretical grounding in art curatorship and management practice gained in the course and apply this knowledge in a professional context in order to develop an integrated understanding of art curatorship theory and practice. For policies that govern this degree, see Academic Services Policy in the University Melbourne Policy Framework . Students also should also refer to information in the Student Policy Directory. Subject Options Compulsory Subjects 50 points ACUR90001, ACUR90002, ACUR90006, AHIS90005 Capstone Subjects Capstone option 1 50 points ACUR90009, ACUR90010, ARTS90032 Please note: the minor thesis requires enrolment over two consecutive semesters Capstone option 2 25 points MULT90064 Capstone option 3 25 points ARTS90024 Elective Subjects 25 points or 0 points for the minor thesis option ACUR90005, ACUR90007 ACUR90008, AHIS90004, AHIS90007, AHIS90008, AMGT90004, AMGT90012, AMGT90013, AMGT90014, AMGT90017, AMGT90018, AMGT90024 AMGT90032 MULT90059, PUBL90006 Links http://arts.unimelb.edu.au/culture-communication "
MC-LARCH,300pt Program,"Structure 300 credit points Subject Options Core Subjects (250 points) The following subjects are required for accreditation purposes unless equivalence can be demonstrated: Students may seek approval to replace ABPL90170 Landscape Studio 4: Strategies with a Melbourne School of Design Travelling Studio. Students may seek approval to replace ABPL90072 Landscape Studio 5: Sustainable Urbanism with a Melbourne School of Design Travelling Studio or ABPL90430 Design with Country: Resilience Studio , or alternative design studio approved by the Coordinator of Landscape Architecture program. ABPL90107, ABPL90176, ABPL90271, ABPL90283, ABPL90265, HORT90033, ABPL90172, ABPL90170, ABPL90072, ABPL90375, ABPL90078, ABPL90074, ABPL90263, ABPL90048 Landscape architecture electives (25 points) ABPL90173, ABPL90075, ABPL90305, ABPL90304, ABPL90319, ABPL90340, ABPL90366, ABPL90374, ABPL90377, ABPL90380, EVSC90022, EVSC90023, LARC90001, ABPL90404, ABPL90417, PLAN90002 ABPL90430 Multidisciplinary Electives (25 points) Students may choose any masters-level subjects including: Melbourne School of Design graduate subjects starting with ABPL90XXX, ARCH90XXX, LARC90XXX, PLAN90XXX, and CONS90XXX, provided prerequisites are met Any University of Melbourne graduate subject provided prerequisites are met and written approval from the home faculty plus the Master of Landscape Architecture course coordinator is submitted to the Environments and Design Student Centre. To view a sample course plan go to : http://edsc.unimelb.edu.au/graduate/course-planning/sample-course-plans-melbourne-school-of-design/landscape-architecture-course-plans Links http://www.msd.unimelb.edu.au/master-landscape-architecture "
MC-LARCH,200pt Program,"Structure 200 credit points Subject Options Core Subjects (150 points) The following subjects are required for accreditation purposes unless equivalence can be demonstrated: Students may seek approval to replace ABPL90170 Landscape Studio 4: Strategies with a Melbourne School of Design Travelling Studio . Students may seek approval to replace ABPL90072 Landscape Studio 5: Sustainable Urbanism with a Melbourne School of Design Travelling Studio or ABPL90430 Design with Country: Resilience Studio  or  alternative design studio approved by the Coordinator of Landscape Architecture program. ABPL90172, ABPL90170, ABPL90072, ABPL90375, ABPL90078, ABPL90074, ABPL90263, ABPL90048 Landscape architecture electives (25 points) ABPL90075, ABPL90319, ABPL90304, EVSC90022, EVSC90023, ABPL90380, ABPL90173 ABPL90377, ABPL90305, ABPL90366, ABPL90340, ABPL90374, LARC90001, ABPL90404, PLAN90002, ABPL90417, ABPL90430 Multidisciplinary electives (25 points) Students may choose any masters-level subjects including: Melbourne School of Design graduate subjects provided prerequisites are met Any University of Melbourne graduate subject provided prerequisites are met and written approval from the home faculty plus the Master of Landscape Architecture course coordinator is submitted to the Environments and Design Student Centre. To view a sample course plan go to: http://edsc.unimelb.edu.au/graduate/course-planning/sample-course-plans-melbourne-school-of-design/landscape-architecture-course-plans Links http://www.msd.unimelb.edu.au/master-landscape-architecture "
MC-EMA,200pt Program (2 years full-time),"Structure 200 credit points Duration: 2 years full-time Eight compulsory subjects (100 points) Capstone subject/s (25 points for the coursework option and 37.5 points for the minor thesis option) Elective subjects (75 points for the coursework option and 62.5 points for the minor thesis option) Subject Options Compulsory Subjects 100 points It is strongly recommended that students complete all compulsory subjects sequentially in the first 100 points of the program. Please note: Students commencing the program midyear must enrol in 4 elective subjects in the first semester of enrolment (Semester 2) and then complete all compulsory subjects sequentially the following year. ARTS90004, MGMT90126, MGMT90127, MGMT90128, MGMT90132, MGMT90160, PHIL90021, PHIL90022 Capstone Subjects 25 points (coursework option) or 37.5 points (minor thesis option) Coursework option: MGMT90129 or MGMT90131 or MGMT90164 Minor Thesis option: MGMT90235, MGMT90236, ARTS90032 Elective Subjects 75 points (coursework option) or 62.5 points (minor thesis option) Please note: written permission from the program and subject coordinator must be provided to undertake any elective subject that is not listed as part of the program, including language subjects, to a maximum of 25 points in total across the duration of the program. AHIS90007, AMGT90004, AMGT90017, AMGT90024, CRIM90008, CRIM90020, CULS90004, DEVT90039, DEVT90076, ENST90004, ESLA90001, ESLA90002, ESLA90003, ESLA90004, FOOD90041, HIST90026, HIST90027, HPSC90012, HPSC90013, IBUS90004, INTS90007, ISLM90007, ISLM90008, LAWS50127, LING90026, MECM90003, MECM90007, MECM90016, MGMT90013, MGMT90015, MGMT90018, MGMT90030, MGMT90111, MGMT90165, MGMT90234, MKTG90003, MKTG90004, MULT90004, MULT90059, POLS90012, POLS90013, POLS90016, POLS90034, POLS90042, PPMN90031, PPMN90056, PPMN90057, PUBL90006, PUBL90007, PUBL90010 SCRN90004, SOCI90025, SOCI90026, HIST90037, LING90002, SOCI90005, ENST90002, MAST90072, MAST90078 Links http://graduate.arts.unimelb.edu.au/ "
MC-EMA,200pt Program (1.5 years accelerated),"Structure 200 credit points Duration: 2 years full-time Eight compulsory subjects (100 points) Capstone subject/s (25 points for the coursework option and 37.5 points for the minor thesis option) Elective subjects (75 points for the coursework option and 62.5 points for the minor thesis option) For policies that govern this degree, see Academic Services Policy in the University Melbourne Policy Framework . Students also should also refer to information in the Student Policy Directory. Subject Options Compulsory Subjects It is strongly recommended that students complete all compulsory subjects sequentially in the first 100 points of the program. 100 points ARTS90004, MGMT90126, MGMT90127, MGMT90128, MGMT90132, MGMT90160, PHIL90021, PHIL90022 Capstone Subjects 25 points (coursework option) or 37.5 points (minor thesis option) Coursework Option: MGMT90129 or MGMT90131 or MGMT90164 Minor Thesis Option MGMT90235, MGMT90236, ARTS90032 Elective Subjects Coursework option:6 elective subjects / 75 points to be completed 1 in Winter Term, first year (12.5 points) 1 in Semester 2, first year (12.5 points) 2 in Summer Term second year (25 points) 2 in Semester 1 second year (25 points) Minor thesis option: 5 elective subjects / 62.5 points to be completed 1 in Winter Term, first year (12.5 points) 1 in Semester 2, first year (12.5 points) 1 in Summer Term second year (12.5 points) 2 in Semester 1 second year (25 points) Please note: written permission from the program and subject coordinator must be provided to undertake any electives that are not listed as part of the program, including language subjects, to a maximum of 25 points in total across the duration of the program. AHIS90007, AMGT90004, AMGT90017, AMGT90024, CRIM90008, CRIM90020, CULS90004, DEVT90039, DEVT90076, ENST90004, ESLA90001, ESLA90002, ESLA90003, ESLA90004, FOOD90041, HIST90026, HIST90027, HPSC90012, HPSC90013, IBUS90004, INTS90007, ISLM90007, ISLM90008 LING90026, MECM90003, MECM90007, MECM90016, MGMT90013, MGMT90015, MGMT90018, MGMT90030, MGMT90111, MGMT90165, MGMT90234, MKTG90003, MKTG90004, MULT90004, MULT90059, POLS90012 POLS90016, POLS90034, POLS90042, PPMN90031, PPMN90056, PPMN90057, PUBL90006, PUBL90007, PUBL90010, SCRN90004, SOCI90025, SOCI90026, HIST90037, LING90002, SOCI90005, ENST90002, MAST90072, MAST90078, POLS90013 Links http://graduate.arts.unimelb.edu.au/ "
MC-EMA,150pt Program (1.5 years full-time),"Structure 150 credit points Duration: 1.5 years full-time Seven compulsory subjects (87.5 points) Capstone subject/s (25 points for the coursework option and 37.5 points for the minor thesis option) Elective subjects (37.5 points for the coursework option and 25 points for the minor thesis option) For policies that govern this degree, see Academic Services Policy in the University Melbourne Policy Framework . Students also should also refer to information in the Student Policy Directory. Subject Options Compulsory Subjects It is strongly recommended that students complete all compulsory subjects sequentially in the first 100 points of the program. 87.5 points MGMT90126, MGMT90127, MGMT90128, MGMT90132, MGMT90160, PHIL90021, PHIL90022 Capstone Subjects 25 points for the coursework option and 37.5 points for the minor thesis option. Students should complete the capstone subject requirement in the final hundred points of the program. Coursework Option: MGMT90129 or MGMT90131 or MGMT90164 Minor Thesis Option: MGMT90235, MGMT90236, ARTS90032 Elective Subjects 37.5 points for the coursework option and 25 points for the minor thesis option Please note: written permission from the program and subject coordinator must be provided to undertake any electives that are not listed as part of the program, including language subjects, to a maximum of 12.5 points in total across the duration of the program. AHIS90007, AMGT90004, AMGT90017, AMGT90024, ARTS90004, CRIM90008, CRIM90020, CULS90004, DEVT90039, DEVT90076, ENST90004, ESLA90001, ESLA90002, ESLA90003, ESLA90004, FOOD90041, HIST90026, HIST90027, HPSC90012, HPSC90013, IBUS90004, INTS90007, ISLM90007, ISLM90008, LING90026, MECM90003, MECM90007, MECM90016, MGMT90013, MGMT90015, MGMT90018, MGMT90030, MGMT90111, MGMT90165, MGMT90234, MKTG90004, MULT90004 MULT90059, POLS90012, POLS90013, POLS90016, POLS90034, POLS90042, PPMN90031, PPMN90056, PPMN90057, PUBL90006, PUBL90007, PUBL90010, SCRN90004, SOCI90025, SOCI90026, HIST90037, LING90002, SOCI90005, ENST90002, MAST90072, MAST90078 Links http://graduate.arts.unimelb.edu.au/ "
MC-EMA,100pt Program (1 year full-time),"Structure 100 credit points Duration: 1 year full-time Five compulsory subjects (62.5 points) Capstone subjects (25 points for the coursework option and 37.5 points for the minor thesis option) Elective subjects (12.5 points for the coursework option) For policies that govern this degree, see Academic Services Policy in the University Melbourne Policy Framework . Students also should also refer to information in the Student Policy Directory. Subject Options Compulsory Subjects It is strongly recommended that students complete all compulsory subjects sequentially in the first 100 points of the program. 62.5 points PHIL90022, MGMT90126, MGMT90127, MGMT90128, MGMT90132 Capstone Subjects 25 points for the coursework option or 37.5 points for the minor thesis option Coursework Option: MGMT90129 or MGMT90131 or MGMT90164 Minor Thesis Option: MGMT90235, MGMT90236, ARTS90032 Elective Subjects 12.5 points for the coursework option MGMT90160, PHIL90021, MGMT90234, MULT90059, ARTS90004 Links http://graduate.arts.unimelb.edu.au/ "
MR-ARTSAST,Philosophy,"Structure Duration: 1.5 years full-time / 3 years part-time Program Requirements - 20,000-22,000 word thesis two compulsory subjects (25 points) The results from the thesis and the coursework subjects are consolidated towards the final result for the course. Please note: The expected length of an MA shorter thesis is 20,000 to 22,000 words. Permission is required from the Associate Dean (Graduate Studies) if a thesis is to exceed 22,000 words. Subject Options Thesis subject The expected length of an MA shorter thesis is 20,000 to 22,000 words. Permission is required from the Associate Dean (Graduate Studies) if a thesis is to exceed 22,000 words. PHIL70005 Compulsory Subjects 2 compulsory subjects (25 points) PHIL90007 PHIL90024 Links http://arts.unimelb.edu.au/shaps "
MC-CONTCS,200pt Program,"Structure 200 credit points Duration : 2 years full-time / up to 4 years part-time Foundational Subjects (50 points)  Must be completed in the first 100 points of the program Compulsory subjects (25 points) Capstone Subjects (minimum 25 points up to a maximum of 50 points) Must be taken in the final 100 points of the program Elective Subjects (minimum 75 points up  to  a maximum of 100 points) Capstone Requirement Students must complete one of the three available Capstone streams for this degree. Capstone Stream 1: Contemporary Chinese Studies Project (25 points) CHIN90011 Research Design and Methods (12.5 points) CHIN90008 Contemporary Chinese Studies Project (12.5 points) Purpose : To enhance career-readiness and employability by equipping students with the ability to conduct evidence-based research and apply specialist knowledge through practical experience. Whereas Contemporary Chinese Studies Research Methods addresses integrated skills in conducting evidence-based research, Contemporary Chinese Studies Project aims at applying acquired knowledge in real-world situations through working on individual or team-based projects. Capstone Stream 2: Contemporary Chinese Studies Minor Thesis (total 50 points) CHIN90011 Research Design and Methods (12.5 points) CHIN90009 Contemporary Chinese Studies Thesis 1 (18.75 points) CHIN90010 Contemporary Chinese Studies Thesis 2 (18.75 points) Purpose: To advance students' critical and analytical skills for career development in academia. Students should contact their thesis subject coordinator or the course convenor prior to the commencement of the semester to apply for the minor thesis pathway. Students will be matched with a supervisor appropriate to their needs and research interests. Under the guidance of this supervisor, students will produce a text of 12,000 words comprising an independent, original research project in a specialised area of Contemporary Chinese Studies. The specific focus of the research project will be initiated by the student arising from their keen interests and consultations with other networks and academic staff with relevant expertise. Capstone Stream 3: Contemporary Chinese Studies Internship (25 points) CHIN90007 Contemporary Chinese Studies Internship (25 points) Purpose: An experiential learning opportunity for students to gain exposure to professional environments and to put the theory, knowledge and skills developed through their degree into practice in a workplace setting. Subject Options Foundational Subjects 50 points Must be taken in the first 100 points of the program AHIS30025, ASIA10002, ASIA20001, ASIA20003, ASIA20007, ASIA20008, ASIA30004, CHIN20008, CHIN30001, CHIN30002, POLS30011 Compulsory Subjects 25 points ASIA90017, INTS90007 Capstone Subjects Minimum 25 points; Maximum 50 points Must be taken in the final 100 points of the program Capstone Stream 1: CHIN90011, CHIN90008 OR Capstone Stream 2: CHIN90011, CHIN90009 CHIN90010 OR Capstone Stream 3: CHIN90007 Elective Subjects Minimum 75 points; Maximum 100 points ASIA90008, ASIA90014, ASIA90016, CHIN90005, CHIN90006, HIST90026, MULT90002, POLS90013, POLS90058, TRAN90008, TRAN90020, LAWS90052, LAWS90014, LAWS90122 Links http://arts.unimelb.edu.au/asia-institute "
MC-CONTCS,150pt Program,"Structure 150 credit points Duration: 1.5 years full-time / 3 years part-time Compulsory subjects (25 points) Capstone Subjects (minimum 25 points up to a maximum of 50 points) Must be taken in the final 100 points of the program Elective Subjects (minimum 75 points up to a maximum of 100 points) Capstone Requirement Students must complete one of the three available Capstone streams for this degree. Capstone Stream 1: Contemporary Chinese Studies Project (25 points) CHIN90011 Research Design and Methods (12.5 points) CHIN90008 Contemporary Chinese Studies Project (12.5 points) Purpose : To enhance career-readiness and employability by equipping students with the ability to conduct evidence-based research and apply specialist knowledge through practical experience. Whereas Contemporary Chinese Studies Research Methods addresses integrated skills in conducting evidence-based research, Contemporary Chinese Studies Project aims at applying acquired knowledge in real-world situations through working on individual or team-based projects. Capstone Stream 2: Contemporary Chinese Studies Minor Thesis (total 50 points) CHIN90011 Research Design and Methods (12.5 points) CHIN90009 Contemporary Chinese Studies Thesis 1 (18.75 points) CHIN90010 Contemporary Chinese Studies Thesis 2 (18.75 points) Purpose: To advance students' critical and analytical skills for career development in academia. Students should contact their thesis subject coordinator or the course convenor prior to the commencement of the semester to apply for the minor thesis pathway. Students will be matched with a supervisor appropriate to their needs and research interests. Under the guidance of this supervisor, students will produce a text of 12,000 words comprising an independent, original research project in a specialised area of Contemporary Chinese Studies. The specific focus of the research project will be initiated by the student arising from their keen interests and consultations with other networks and academic staff with relevant expertise. Capstone Stream 3: Contemporary Chinese Studies Internship (25 points) CHIN90007 Contemporary Chinese Studies Internship (25 points) Purpose: An experiential learning opportunity for students to gain exposure to professional environments and to put the theory, knowledge and skills developed through their degree into practice in a workplace setting. Subject Options Compulsory Subjects 25 points ASIA90017, INTS90007 Capstone Subjects Minimum 25 points; Maximum 50 points Must be taken in the final 100 points of the program Capstone Stream 1: CHIN90011, CHIN90008 OR Capstone Stream 2: CHIN90011, CHIN90009 CHIN90010 OR Capstone Stream 3: CHIN90007 Elective Subjects Minimum 75 points; Maximum 100 points ASIA90008, ASIA90014, ASIA90016, CHIN90005, CHIN90006, HIST90026, MULT90002, POLS90013, POLS90058, TRAN90008, TRAN90020, LAWS90052, LAWS90014, LAWS90122 Links https://arts.unimelb.edu.au/asia-institute "
MC-CONTCS,100pt Program,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time Compulsory subjects (25 points) Capstone Subjects (minimum 25 points up to a maximum of 50 points) Must be taken in the final 100 points of the program Elective Subjects (minimum 25 points up to a maximum of 50 points) Capstone Requirement Students must complete one of the three available Capstone streams for this degree. Capstone Stream 1: Contemporary Chinese Studies Project (25 points) CHIN90011 Research Design and Methods (12.5 points) CHIN90008 Contemporary Chinese Studies Project (12.5 points) Purpose : To enhance career-readiness and employability by equipping students with the ability to conduct evidence-based research and apply specialist knowledge through practical experience. Whereas Contemporary Chinese Studies Research Methods addresses integrated skills in conducting evidence-based research, Contemporary Chinese Studies Project aims at applying acquired knowledge in real-world situations through working on individual or team-based projects. Capstone Stream 2: Contemporary Chinese Studies Minor Thesis (total 50 points) CHIN90011 Research Design and Methods (12.5 points) CHIN90009 Contemporary Chinese Studies Thesis 1 (18.75 points) CHIN90010 Contemporary Chinese Studies Thesis 2 (18.75 points) Purpose: To advance students' critical and analytical skills for career development in academia. Students should contact their thesis subject coordinator or the course convenor prior to the commencement of the semester to apply for the minor thesis pathway. Students will be matched with a supervisor appropriate to their needs and research interests. Under the guidance of this supervisor, students will produce a text of 12,000 words comprising an independent, original research project in a specialised area of Contemporary Chinese Studies. The specific focus of the research project will be initiated by the student arising from their keen interests and consultations with other networks and academic staff with relevant expertise. Capstone Stream 3: Contemporary Chinese Studies Internship (25 points) CHIN90007 Contemporary Chinese Studies Internship (25 points) Purpose: An experiential learning opportunity for students to gain exposure to professional environments and to put the theory, knowledge and skills developed through their degree into practice in a workplace setting. Subject Options Compulsory Subjects 25 points ASIA90017, INTS90007 Capstone Subjects Minimum 25 points; Maximum 50 points Capstone Stream 1: CHIN90011, CHIN90008 OR Capstone Stream 2: CHIN90011, CHIN90009 CHIN90010 OR Capstone Stream 3: CHIN90007 Elective Subjects Minimum 25 points; Maximum 50 points ASIA90008, ASIA90014, ASIA90016, CHIN90005, CHIN90006, HIST90026, MULT90002, POLS90013, POLS90058, TRAN90008, TRAN90020, LAWS90052, LAWS90014, LAWS90122 Links https://arts.unimelb.edu.au/asia-institute "
761EM,Change Management,"Structure 37.5 credit points Students must complete three subjects including at least two of the following core subjects: ENGM90015, CVEN90062, ISYS90040, ENGR90026, MCEN90059 Plus up to one subject from the Project Management specialisation. "
761EM,Project Management,"Structure 37.5 credit points Students must complete three subjects including at least two of the following core subjects: CVEN90043, ENGM90007, CVEN90045, ENGM90006, CVEN90063, CVEN30008 Plus up to one subject from the Change Management stream. "
MC-DINFENG,Artificial Intelligence,"Structure 50 credit points The Artificial Intelligence specialisation is completed by undertaking: 37.5 credit points of Specialisation compulsory subjects 12.5 credit points of Specialisation selectives Subject options Specialisation compulsory subjects COMP90038, COMP90049, COMP90051 Specialisation selectives COMP90054, COMP90086 "
MC-DINFENG,Business,"Structure 50 credit points The Business specialisation is completed by undertaking: 50 credit points of Specialisation compulsory subjects Subject options Core subjects ENGM90006, ENGM90011, ENGM90012, ENGM90013 "
MC-DINFENG,Communication Infrastructure,"Structure 50 credit points The Communication Infrastructure specialisation is completed by undertaking: 50 credit points of Year 3 specialisation selectives Subject options Year 3 specialisation selectives ELEN90054, ELEN90057, ELEN90061, ELEN90088, MCEN90032 "
MC-DINFENG,Construction,"Structure 50 credit points The Construction specialisation is completed by undertaking: 37.5 credit points of Year 3 specialisation compulsory subjects 12.5 credit points of Year 3 specialisation selectives Subject options Year 3 specialisation compulsory subjects ABPL90292, ABPL90313, ABPL90324 Year 3 specialisation selectives ABPL90290, ABPL90293, ABPL90312, ABPL90335 "
MC-DINFENG,Energy,"Structure 50 credit points The Energy specialisation is completed by undertaking: 50 credit points of Specialisation compulsory subjects Subject options Specialisation compulsory subjects ENEN90011, ENEN90014, ENEN90027, ENEN90033 "
MC-DINFENG,Industry,"Structure 50 credit points The Industry specialisation is completed by undertaking: 37.5 credit points of Year 3 specialisation compulsory subjects 12.5 credit points of Year 3 specialisation selectives Subject options Year 3 specialisation compulsory subjects ENGR90026, ENGR90033 Year 3 specialisation selectives BUSA90473, BUSA90485, MGMT90225 "
MC-DINFENG,Information Systems,"Structure 50 credit points The Information Systems specialisation is completed by undertaking: 50 credit points of Year 3 specialisation compulsory subjects Subject options Year 3 specialisation compulsory subjects ISYS90026, ISYS90038, ISYS90050, ISYS90090 "
MC-DINFENG,Information Technology,"Structure 50 credit points The Information Technology specialisation is completed by undertaking: 50 credit points of Year 3 specialisation selective subjects Subject options Year 3 specialisation selective subjects COMP90007, COMP90015, COMP90038, COMP90074, COMP90024 "
MC-DINFENG,Land,"Structure 50 credit points The Land specialisation is completed by undertaking: 37.5 credit points of Year 3 specialisation compulsory subjects 12.5 credit points of Year 3 specialisation selectives Subject options Year 3 specialisation compulsory subjects ABPL90041, GEOM90041, GEOM90045 Please note: GEOM90041 Cadastral Surveying and GEOM90045 Residential Land Development are offered in alternating years. Accordingly, students will need to undertake one of these subjects in the second year of the course, and the other subject in the third year of the course. Please take this into consideration upon planning/completing your enrolment. Year 3 specialisation selectives ABPL90130, GEOG90019 "
MC-DINFENG,Mobility,"Structure 50 credit points The Mobility specialisation is completed by undertaking: 50 credit points of Year 3 specialisation selectives Subject options Year 3 specialisation selectives ABPL90090, CVEN90048, CVEN90061, CVEN90063, MCEN90028 "
MC-DINFENG,Smart Cities,"Structure 50 credit points The Smart Cities specialisation is completed by undertaking: 50 credit points of Year 3 specialisation selective subjects Subject options Year 3 specialisation selective subjects ATOC90002, ENEN90006, EVSC90033, GEOG90020, ABPL90405 "
MC-DINFENG,Sustainable Cities,"Structure 50 credit points The Sustainable Cities specialisation is completed by undertaking: 50 credit points of Year 3 specialisation compulsory subjects Subject options Year 3 specialisation compulsory subjects ABPL90064, ABPL90131, ABPL90246, PLAN90003 "
MC-DINFENG,Water,"Structure 50 credit points The Water specialisation is completed by undertaking: 50 credit points of Year 3 specialisation compulsory subjects Subject options Year 3 specialisation compulsory subjects ENEN90029, ENEN90031, ENEN90032, GEOG90003 "
MC-DINFENG,Cultural Heritage,"Structure 50 credit points The Cultural Heritage specialisation is completed by undertaking: 50 credit points of Year 3 specialisation selective subjects Subject options Year 3 specialisation selective subjects ABPL90282, ABPL90020, ERTH90063, ABPL90075, ABPL90355, ERTH90062 "
GD-ARTS,Anthropology,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts in this area of specialisation requires: three compulsory subjects (37.5 points) five elective subjects (62.5 points), at least one of which must be at Level 4 or above. Students can only take 12.5 points of elective subjects at first-year level Total 100 points Subject Options Compulsory Subjects ANTH20012, ANTH30013, ANTH40011 Elective subjects Level 4 or above elective subjects DEVT90078, SOTH40001 INDG40001, DEVT90056, GEND40003 Other elective Subjects Note: Students can only take 12.5 points of elective subjects at first-year level ANTH10001, ANTH10002 ANTH20001, ANTH20008, ANTH20011, ANTH20013, ANTH20015, ANTH30003, ANTH30005, ANTH30009, ANTH30018, ANTH30019, ANTH30023, ANTH30024, ANTH30025, DEVT20001, GEND20001, GEND20008, MULT30017 Links http://arts.unimelb.edu.au/ssps "
GD-ARTS,Arabic Studies,"Structure 100 credit points Duration: The Graduate Diploma in Arts in this area of specialisation is only available part-time and normally takes 2 - 3 years to complete. This specialisation is not available to international students. There are two standard entry points: Arabic Studies 1 Entry Point: for students who have very little or no knowledge of Arabic Arabic Studies 3 Entry Point: for students who have lower intermediate level of Arabic The Graduate Diploma in Arts in this area of specialisation requires: 25 points at Level 1 37.5 points at Level 2 12.5 points at Level 3 25 points at Level 4 Total 100 points Please note: Students will have their appropriate entry point determined by the Arabic Studies Program, based on evidence of prior learning and/or results of a placement test as required. Please refer the following link for further information: http://www.asiainstitute.unimelb.edu.au/help/undergraduate_students/placement Subject Options Arabic Studies 1 entry point - Level 1 Students are required to complete the following subjects (25 points) ARBC10005, ARBC10006 Arabic Studies 1 entry point - Level 2 Students are required to complete the following subjects (37.5 points) ARBC20001, ARBC20004, ARBC20005 Arabic Studies 1 entry point - Level 3 Students are required to complete the following subject (12.5 points) ARBC30001 Arabic Studies 1 entry point - Level 4 Students are required to complete the following subjects (25 points) ARBC90003, ARBC90002 Arabic Studies 3 entry point - Level 1 Students are required to complete the following subjects (25 points) ARBC10001, ARBC10002 Arabic Studies 3 entry point - Level 2 Students are required to complete all of the following subjects (37.5 points) ARBC20001, ARBC20006, ARBC20007 Arabic Studies 3 entry point - Level 3 Students are required to complete the following subject (12.5 points) ARBC30001 Arabic Studies 3 entry point - Level 4 Students are required to complete the following subjects (25 points) ARBC90003, ARBC90002 Notes Links http://arts.unimelb.edu.au/asiainstitute "
GD-ARTS,Art History,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts in this area of specialisation requires: one compulsory subject (12.5 points) two core subjects (25 points) elective subjects (62.5 points) Total 100 points Please note: students can only take 12.5 points of elective subjects at first-year level Subject Options Compulsory Subject 12.5 points AHIS30019 Core Subjects 25 points AHIS40002, AHIS40008, AHIS40019, AHIS90007, AHIS90008 Elective Subjects 62.5 points Please note: students can only take 12.5 points of elective subjects at first-year level AHIS10001, AHIS10003, AHIS20002, AHIS20011, AHIS20016, AHIS20018, AHIS20020 AHIS20021, AHIS20022, AHIS30002, AHIS30003, AHIS30005, AHIS30020, AHIS30022, AHIS30024, AHIS30025, AHIS40022 Links http://arts.unimelb.edu.au/culture-communication "
GD-ARTS,Asian Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts in this area of specialisation requires: One compulsory Level 2 Asian Studies subject (12.5 points) One compulsory Level 3 Asian Studies subject (12.5 points) Two core Level 9 subjects (25 points) Level 1 Asian studies subject (12.5 points) Level 2 Asian studies subjects (25 points) Level 3 Asian studies subject (12.5 points) Total 100 points Subject Options Asian Studies: Compulsory Level 2 Subject 12.5 points ASIA20008 Asian Studies: Compulsory Level 3 Subject 12.5 points ASIA30002 Core Level 9 Subjects 25 points ASIA90001, ASIA90015, INTS90007 Asian Studies: Level 1 Subject 12.5 points ASIA10001, ASIA10002 Asian Studies: Level 2 Subjects 25 points ASIA20001, ASIA20003, ASIA20004, ASIA20007, INDO20018, CHIN20007, CHIN20008 CHIN20030, HIST20034, INDO20001, JAPN20005, KORE20002 Asian Studies: Level 3 Subjects 12.5 points ASIA30003, ASIA30004, ASIA30005, CHIN30002, JAPN30002, KORE30001, KORE30002, POLS30011 Links http://arts.unimelb.edu.au/asiainstitute "
